LenderYield,ProsperScore,BorrowerState,Occupation,OriginationYear,CreditScoreRangeLower
0.177,8.0,NC,Postal Service,2013,680.0
0.0874,8.0,FL,Other,2012,740.0
0.0999,7.0,FL,Administrative Assistant,2013,720.0
0.2474,5.0,MS,Other,2011,640.0
0.156,7.0,FL,Other,2013,660.0
0.1089,10.0,NY,Accountant/CPA,2013,740.0
0.1039,6.0,NY,Engineer - Electrical,2013,680.0
0.1774,5.0,CA,Civil Service,2013,680.0
0.0616,10.0,NJ,Sales - Commission,2014,700.0
0.1625,4.0,TX,Engineer - Mechanical,2014,680.0
0.2368,7.0,UT,Administrative Assistant,2012,740.0
0.1599,7.0,NC,Scientist,2013,700.0
0.1174,8.0,FL,Doctor,2014,740.0
0.1374,8.0,NC,Professional,2013,760.0
0.0649,10.0,FL,Nurse (RN),2012,800.0
0.0669,10.0,NY,Other,2014,740.0
0.152,8.0,DC,Sales - Commission,2014,660.0
0.2825,2.0,NJ,Teacher,2013,640.0
0.117,9.0,NC,Sales - Commission,2012,760.0
0.1585,6.0,SC,Professional,2014,680.0
0.3049,4.0,WA,Other,2011,680.0
0.1103,6.0,VA,Administrative Assistant,2013,820.0
0.0999,11.0,MD,Other,2013,660.0
0.1365,5.0,MN,Skilled Labor,2014,740.0
0.1139,5.0,MI,Construction,2014,680.0
0.1365,9.0,WI,Other,2013,660.0
0.0669,11.0,TX,Professional,2014,720.0
0.2099,6.0,GA,Retail Management,2011,660.0
0.1585,6.0,CA,Medical Technician,2013,700.0
0.1884,2.0,IL,Other,2013,700.0
0.2572,3.0,WA,Teacher,2013,700.0
0.1397,8.0,CA,Accountant/CPA,2009,760.0
0.2392,7.0,FL,Other,2012,660.0
0.1039,8.0,NY,Executive,2013,680.0
0.2825,2.0,NJ,Nurse (RN),2013,640.0
0.092,9.0,NC,Accountant/CPA,2010,740.0
0.082,10.0,NV,Computer Programmer,2010,700.0
0.0985,10.0,CO,Construction,2012,800.0
0.1595,7.0,MI,Administrative Assistant,2013,660.0
0.2399,6.0,CA,Professional,2012,680.0
0.0864,8.0,AZ,Attorney,2012,680.0
0.3077,2.0,NY,Other,2012,620.0
0.1299,7.0,FL,Civil Service,2013,720.0
0.1103,6.0,WV,Other,2013,760.0
0.0989,8.0,KY,Food Service Management,2012,680.0
0.1435,4.0,TX,Other,2014,660.0
0.1499,8.0,IL,Civil Service,2011,660.0
0.1419,9.0,AZ,Professional,2013,700.0
0.0874,8.0,NV,Professional,2012,700.0
0.3077,5.0,CA,Civil Service,2012,680.0
0.1349,8.0,NC,Other,2012,680.0
0.117,8.0,UT,Engineer - Electrical,2012,840.0
0.125,9.0,OH,Professional,2014,700.0
0.1476,7.0,MI,Computer Programmer,2012,680.0
0.3099,4.0,GA,Teacher,2011,760.0
0.1539,5.0,LA,Other,2013,680.0
0.1799,8.0,TX,Professional,2011,720.0
0.1815,4.0,CA,Administrative Assistant,2013,660.0
0.1359,3.0,OR,Analyst,2013,720.0
0.0999,9.0,IL,Analyst,2013,780.0
0.117,8.0,GA,Executive,2009,780.0
0.1259,6.0,MI,Student - College Senior,2013,720.0
0.141,8.0,FL,Retail Management,2011,660.0
0.2449,4.0,NY,Other,2013,640.0
0.1069,9.0,CA,Other,2013,740.0
0.1169,9.0,OH,Other,2013,700.0
0.1999,6.0,CO,Retail Management,2012,740.0
0.0799,9.0,WI,Accountant/CPA,2012,760.0
0.1229,8.0,CA,Professional,2011,700.0
0.1393,6.0,IN,Engineer - Mechanical,2012,720.0
0.1149,9.0,MT,Professional,2013,780.0
0.2389,7.0,NJ,Other,2012,640.0
0.1699,8.0,IN,Accountant/CPA,2011,740.0
0.1359,8.0,TN,Nurse (RN),2012,720.0
0.1205,4.0,CA,Civil Service,2014,700.0
0.1399,8.0,IN,Chemist,2011,660.0
0.1349,8.0,CA,Other,2012,760.0
0.152,4.0,TX,Other,2013,720.0
0.1259,6.0,MD,Professional,2013,740.0
0.3335,5.0,GA,Professional,2010,680.0
0.2406,3.0,OH,Other,2013,640.0
0.2424,4.0,MO,Medical Technician,2012,700.0
0.089,8.0,CA,Professor,2013,760.0
0.1499,7.0,CA,Military Officer,2013,720.0
0.0939,9.0,TX,Professional,2013,700.0
0.2912,8.0,GA,Professional,2010,660.0
0.1099,6.0,IN,Administrative Assistant,2013,700.0
0.2999,4.0,KY,Truck Driver,2011,620.0
0.2612,2.0,TN,Clerical,2013,700.0
0.306,3.0,CA,Professional,2011,600.0
0.0899,9.0,CO,Other,2012,740.0
0.163,4.0,WA,Other,2013,680.0
0.3025,4.0,UT,Student - College Graduate Student,2011,640.0
0.2799,6.0,TN,Sales - Retail,2011,620.0
0.16,9.0,MA,Professional,2009,700.0
0.0934,5.0,IL,Construction,2013,760.0
0.0999,7.0,MI,Social Worker,2013,740.0
0.3077,5.0,HI,Food Service Management,2012,700.0
0.325,4.0,MO,Other,2010,700.0
0.3099,4.0,KS,Other,2011,740.0
0.2294,4.0,NY,Retail Management,2014,640.0
0.1799,4.0,OH,Waiter/Waitress,2013,740.0
0.1774,6.0,CA,Tradesman - Electrician,2013,700.0
0.2,7.0,PA,Other,2010,780.0
0.1419,6.0,WI,Professional,2013,760.0
0.094,9.0,OK,Sales - Commission,2009,780.0
0.1365,6.0,NY,Construction,2014,700.0
0.173,7.0,MO,Clerical,2012,660.0
0.2999,1.0,NC,Food Service,2011,600.0
0.1119,9.0,NV,Other,2013,720.0
0.275,3.0,TX,Other,2014,680.0
0.2584,6.0,CA,Analyst,2012,700.0
0.177,4.0,NY,Other,2013,700.0
0.13,10.0,IN,Sales - Commission,2014,680.0
0.1249,5.0,CA,Sales - Retail,2013,700.0
0.1985,9.0,PA,Tradesman - Carpenter,2012,700.0
0.3204,6.0,MS,Teacher,2012,640.0
0.2645,7.0,PA,Professional,2010,680.0
0.174,3.0,TX,Professional,2013,700.0
0.1485,6.0,AL,Administrative Assistant,2014,720.0
0.1695,7.0,OR,Professional,2014,700.0
0.1625,6.0,PA,Other,2014,660.0
0.0999,7.0,NV,Retail Management,2014,660.0
0.34,4.0,LA,Administrative Assistant,2010,680.0
0.3077,5.0,GA,Food Service Management,2012,700.0
0.2369,3.0,NY,Sales - Commission,2013,660.0
0.3077,4.0,NY,Executive,2012,700.0
0.1775,4.0,VA,Other,2014,680.0
0.1615,4.0,CO,Other,2014,720.0
0.34,5.0,NY,Food Service,2010,640.0
0.2055,4.0,MA,Nurse (RN),2013,680.0
0.0939,7.0,NY,Professional,2014,680.0
0.2524,4.0,PA,Engineer - Mechanical,2014,640.0
0.1365,6.0,MA,Social Worker,2014,680.0
0.1359,6.0,CA,Professional,2013,760.0
0.2055,4.0,TX,Other,2013,680.0
0.3049,4.0,TX,Skilled Labor,2011,700.0
0.2454,3.0,NJ,Other,2013,660.0
0.2389,6.0,IL,Laborer,2012,740.0
0.1359,7.0,OR,Other,2012,760.0
0.2259,7.0,CA,Skilled Labor,2013,640.0
0.2599,4.0,CT,Other,2013,640.0
0.2319,3.0,CA,Nurse (LPN),2013,660.0
0.1464,7.0,GA,Pilot - Private/Commercial,2012,680.0
0.0709,8.0,FL,Retail Management,2014,720.0
0.0928,10.0,GA,Skilled Labor,2012,800.0
0.205,4.0,OK,Professional,2014,700.0
0.089,9.0,IL,Other,2013,680.0
0.0549,10.0,NC,Executive,2012,780.0
0.14,6.0,TX,Police Officer/Correction Officer,2013,740.0
0.251,3.0,MS,Sales - Commission,2012,660.0
0.1059,10.0,CA,Professional,2014,760.0
0.1509,5.0,FL,Other,2011,820.0
0.3077,4.0,NY,Other,2012,700.0
0.2538,7.0,PA,Professional,2010,700.0
0.2999,2.0,MD,Clerical,2011,680.0
0.1719,5.0,CO,Other,2013,700.0
0.1949,7.0,NJ,Sales - Commission,2012,700.0
0.1839,8.0,IN,Other,2012,760.0
0.3077,5.0,TX,Teacher,2012,680.0
0.152,7.0,MA,Teacher,2014,640.0
0.2474,4.0,VA,Professional,2011,600.0
0.163,7.0,TX,Food Service Management,2013,660.0
0.1089,7.0,SD,Other,2014,740.0
0.098,9.0,CA,Analyst,2010,720.0
0.2437,4.0,WA,Other,2011,620.0
0.0774,7.0,MA,Attorney,2014,720.0
0.2599,6.0,FL,Postal Service,2011,680.0
0.0989,8.0,MN,Executive,2013,760.0
0.0465,10.0,IL,Attorney,2013,860.0
0.1089,7.0,FL,Analyst,2014,720.0
0.0616,9.0,MI,Professional,2014,740.0
0.138,8.0,GA,Attorney,2010,720.0
0.134,3.0,MI,Engineer - Electrical,2013,720.0
0.3099,6.0,DE,Construction,2011,640.0
0.1594,8.0,MI,Executive,2012,720.0
0.1199,5.0,CA,Retail Management,2013,720.0
0.1199,8.0,CA,Professional,2013,720.0
0.184,7.0,MN,Sales - Retail,2014,720.0
0.2452,6.0,NH,Clerical,2012,720.0
0.2599,6.0,PA,Chemist,2011,720.0
0.1485,6.0,CT,Other,2014,700.0
0.1099,7.0,MN,Skilled Labor,2014,700.0
0.2858,6.0,TX,Police Officer/Correction Officer,2012,660.0
0.2599,7.0,NV,Nurse (RN),2011,660.0
0.1499,6.0,MI,Police Officer/Correction Officer,2013,780.0
0.0616,10.0,FL,Analyst,2014,720.0
0.3049,4.0,CO,Nurse (RN),2011,680.0
0.2832,2.0,KS,Other,2013,600.0
0.1099,4.0,TX,Medical Technician,2013,780.0
0.1799,5.0,MA,Professional,2013,740.0
0.198,3.0,CA,Social Worker,2014,660.0
0.095,9.0,TX,Other,2009,860.0
0.1485,6.0,OH,Nurse (RN),2013,660.0
0.2398,7.0,SD,Tradesman - Mechanic,2012,700.0
0.2809,6.0,TX,Sales - Commission,2012,660.0
0.2539,3.0,IN,Professional,2013,640.0
0.1358,8.0,IL,Other,2013,660.0
0.2466,3.0,TX,Executive,2013,660.0
0.1752,6.0,KY,Professor,2012,680.0
0.193,5.0,NY,Other,2014,660.0
0.1924,4.0,GA,Professional,2013,720.0
0.2352,5.0,CT,Administrative Assistant,2012,760.0
0.152,5.0,CA,Executive,2013,660.0
0.1945,4.0,CA,Other,2013,700.0
0.187,2.0,MI,Other,2014,720.0
0.2545,8.0,CA,Professional,2009,640.0
0.129,9.0,GA,Computer Programmer,2011,720.0
0.0769,11.0,KY,Skilled Labor,2013,760.0
0.0499,10.0,PA,Executive,2011,800.0
0.1199,9.0,IL,Retail Management,2013,660.0
0.0709,9.0,IN,Other,2014,700.0
0.173,6.0,FL,Professional,2012,700.0
0.2524,2.0,MO,Professional,2014,640.0
0.1774,4.0,MO,Executive,2012,680.0
0.2599,7.0,NY,Other,2011,640.0
0.1579,8.0,GA,Nurse (RN),2012,700.0
0.1099,3.0,SD,Construction,2014,740.0
0.2246,2.0,FL,Truck Driver,2013,700.0
0.1099,9.0,VA,Analyst,2011,800.0
0.1479,6.0,CA,Professional,2013,760.0
0.2466,3.0,CA,Professional,2013,680.0
0.1674,5.0,AZ,Pilot - Private/Commercial,2013,720.0
0.17,3.0,CO,Other,2013,720.0
0.0976,9.0,TN,Retail Management,2012,720.0
0.1211,8.0,MO,Other,2010,740.0
0.1625,6.0,TN,Professional,2014,660.0
0.2224,6.0,HI,Military Officer,2012,700.0
0.2535,7.0,OR,Sales - Retail,2009,660.0
0.1149,6.0,FL,Landscaping,2012,760.0
0.2319,4.0,GA,Other,2013,640.0
0.1314,7.0,TN,Professional,2012,640.0
0.1695,5.0,VA,Postal Service,2013,780.0
0.188,4.0,NY,Engineer - Electrical,2013,660.0
0.2406,3.0,MA,Teacher,2013,800.0
0.1374,9.0,MS,Skilled Labor,2013,660.0
0.0505,11.0,UT,Teacher,2013,800.0
0.1999,6.0,CA,Sales - Retail,2012,740.0
0.166,6.0,PA,Sales - Commission,2013,700.0
0.0939,8.0,IL,Other,2013,740.0
0.0669,6.0,MN,Skilled Labor,2014,780.0
0.1259,7.0,MN,Professional,2013,680.0
0.156,6.0,MD,Truck Driver,2013,660.0
0.2259,4.0,VA,Professional,2013,680.0
0.1359,6.0,RI,Analyst,2013,760.0
0.0799,8.0,MI,Other,2012,720.0
0.1039,5.0,KS,Construction,2014,720.0
0.212,3.0,WI,Laborer,2012,760.0
0.1509,7.0,KY,Teacher,2011,660.0
0.135,6.0,OH,Skilled Labor,2014,660.0
0.3077,5.0,PA,Laborer,2012,700.0
0.1985,3.0,FL,Executive,2013,680.0
0.0555,10.0,NY,Professional,2011,720.0
0.0899,10.0,FL,Computer Programmer,2013,740.0
0.1051,8.0,OK,Executive,2012,800.0
0.1915,4.0,MN,Laborer,2013,680.0
0.1839,8.0,CA,Bus Driver,2012,760.0
0.1415,8.0,DC,Analyst,2010,740.0
0.189,9.0,CA,Student - College Graduate Student,2010,640.0
0.3077,5.0,PA,Other,2012,660.0
0.1174,4.0,CT,Laborer,2014,700.0
0.0769,10.0,VA,Professor,2013,740.0
0.1234,7.0,CA,Truck Driver,2013,720.0
0.1319,7.0,NJ,Nurse (RN),2013,700.0
0.2352,5.0,CA,Other,2012,760.0
0.0689,9.0,NJ,Sales - Commission,2012,840.0
0.0749,9.0,CA,Computer Programmer,2013,780.0
0.1349,8.0,TX,Professional,2012,740.0
0.1089,9.0,IL,Other,2014,720.0
0.1315,7.0,CA,Other,2014,680.0
0.1214,5.0,AL,Other,2014,660.0
0.1089,7.0,OH,Attorney,2014,700.0
0.3077,5.0,DE,Nurse (RN),2012,700.0
0.1174,4.0,FL,Attorney,2013,700.0
0.1564,8.0,CT,Nurse's Aide,2011,640.0
0.1509,6.0,IL,Accountant/CPA,2011,640.0
0.1799,7.0,NM,Professional,2013,640.0
0.0949,8.0,CT,Other,2013,780.0
0.166,7.0,CA,Other,2013,680.0
0.1149,7.0,WA,Executive,2013,720.0
0.1615,5.0,MI,Retail Management,2014,660.0
0.0669,11.0,FL,Civil Service,2013,720.0
0.3056,6.0,MN,Professional,2010,640.0
0.1314,5.0,NY,Scientist,2013,720.0
0.1879,3.0,IL,Professional,2013,740.0
0.1374,5.0,IN,Executive,2013,820.0
0.0528,8.0,CA,Executive,2012,680.0
0.086,10.0,VA,Analyst,2011,760.0
0.1103,8.0,NE,Professional,2012,680.0
0.1499,6.0,NY,Other,2013,700.0
0.1585,4.0,OH,Sales - Retail,2013,660.0
0.1386,7.0,AL,Engineer - Mechanical,2012,720.0
0.0849,9.0,NC,Engineer - Mechanical,2013,760.0
0.1799,8.0,OH,Computer Programmer,2011,700.0
0.3099,5.0,IL,Sales - Commission,2011,660.0
0.1051,9.0,MN,Teacher,2012,720.0
0.2959,2.0,KY,Other,2014,660.0
0.3335,5.0,NV,Professional,2010,700.0
0.3077,4.0,MN,Sales - Commission,2012,700.0
0.3077,5.0,WA,Other,2012,660.0
0.187,6.0,LA,Attorney,2013,700.0
0.0989,6.0,CT,Other,2013,720.0
0.1234,5.0,MA,Architect,2013,780.0
0.1039,8.0,MD,Accountant/CPA,2014,740.0
0.2279,6.0,IN,Truck Driver,2013,660.0
0.189,9.0,PA,Social Worker,2010,640.0
0.2172,3.0,IN,Skilled Labor,2013,680.0
0.14,5.0,NY,Nurse's Aide,2014,700.0
0.1255,7.0,AL,Other,2014,660.0
0.1945,6.0,CA,Sales - Retail,2013,680.0
0.0999,3.0,CA,Truck Driver,2014,760.0
0.1499,5.0,NV,Other,2013,720.0
0.29,3.0,GA,Other,2010,660.0
0.0911,9.0,TX,Sales - Retail,2009,740.0
0.2466,3.0,NC,Nurse (RN),2013,660.0
0.1799,6.0,IL,Other,2011,680.0
0.1315,6.0,OK,Professional,2014,700.0
0.3335,6.0,CA,Retail Management,2010,660.0
0.2636,2.0,PA,Other,2013,660.0
0.3099,5.0,NJ,Clerical,2011,680.0
0.1674,4.0,MI,Car Dealer,2012,660.0
0.2449,4.0,LA,Clerical,2013,660.0
0.2224,6.0,IL,Other,2012,700.0
0.1369,7.0,OH,Computer Programmer,2012,660.0
0.152,3.0,VA,Accountant/CPA,2014,700.0
0.1539,6.0,CT,Accountant/CPA,2013,680.0
0.2599,3.0,WA,Professional,2013,640.0
0.2299,4.0,MO,Sales - Commission,2011,700.0
0.1556,6.0,NY,Postal Service,2012,740.0
0.3077,5.0,WA,Other,2012,680.0
0.17,11.0,NY,Other,2013,640.0
0.1509,6.0,MS,Other,2011,680.0
0.25,6.0,WA,Other,2010,660.0
0.2999,3.0,AL,Engineer - Electrical,2011,620.0
0.117,8.0,VA,Civil Service,2012,760.0
0.1054,10.0,VA,Other,2011,780.0
0.2389,6.0,WA,Professional,2012,720.0
0.1053,6.0,MD,Professional,2013,740.0
0.184,4.0,MI,Sales - Retail,2014,680.0
0.17,4.0,WA,Other,2013,680.0
0.1249,10.0,CA,Other,2013,660.0
0.1884,6.0,GA,Other,2013,740.0
0.251,3.0,GA,Teacher,2012,660.0
0.3099,5.0,TX,Administrative Assistant,2011,660.0
0.3077,3.0,OH,Engineer - Mechanical,2012,700.0
0.3077,5.0,CA,Nurse's Aide,2012,700.0
0.1435,6.0,PA,Principal,2013,700.0
0.1199,8.0,CA,Executive,2011,780.0
0.1674,5.0,MN,Professional,2012,680.0
0.1296,9.0,GA,Other,2012,780.0
0.2099,6.0,MI,Administrative Assistant,2011,680.0
0.1285,8.0,MI,Analyst,2012,740.0
0.1485,6.0,MD,Computer Programmer,2014,700.0
0.1774,8.0,TX,Professional,2013,660.0
0.083,8.0,OH,Other,2014,680.0
0.2389,7.0,IL,Analyst,2012,720.0
0.1099,6.0,IL,Sales - Commission,2013,700.0
0.2105,5.0,NM,Professional,2011,660.0
0.3335,5.0,KY,Other,2010,660.0
0.2172,2.0,MT,Professional,2013,700.0
0.1775,4.0,MD,Skilled Labor,2014,680.0
0.1146,5.0,CA,Nurse (RN),2012,660.0
0.16,9.0,SC,Military Enlisted,2009,640.0
0.1119,9.0,FL,Professor,2013,720.0
0.1625,5.0,NY,Police Officer/Correction Officer,2014,680.0
0.2599,6.0,MD,Other,2011,640.0
0.0779,10.0,CO,Other,2014,660.0
0.2279,3.0,CA,Medical Technician,2013,720.0
0.1199,5.0,OH,Clerical,2013,780.0
0.1745,8.0,NJ,Nurse (RN),2012,640.0
0.2079,4.0,CA,Other,2013,680.0
0.089,10.0,WA,Retail Management,2014,720.0
0.2599,6.0,IL,Administrative Assistant,2011,780.0
0.0864,8.0,UT,Executive,2012,760.0
0.1815,6.0,KY,Food Service,2013,660.0
0.3245,4.0,TX,Other,2010,680.0
0.0999,11.0,OR,Other,2013,680.0
0.1595,4.0,KY,Professor,2013,740.0
0.2999,3.0,FL,Sales - Commission,2011,640.0
0.3077,5.0,CA,Other,2012,680.0
0.1882,6.0,TX,Military Enlisted,2012,740.0
0.051,10.0,IN,Accountant/CPA,2009,760.0
0.2369,4.0,NY,Nurse's Aide,2013,640.0
0.1745,7.0,MI,Professional,2012,800.0
0.2686,2.0,LA,Other,2013,700.0
0.2343,3.0,TN,Sales - Commission,2012,680.0
0.1296,8.0,PA,Accountant/CPA,2012,800.0
0.163,4.0,NY,Other,2013,720.0
0.3099,4.0,CA,Truck Driver,2011,700.0
0.0599,10.0,MD,Computer Programmer,2013,760.0
0.2399,5.0,PA,Skilled Labor,2012,740.0
0.2349,4.0,MA,Sales - Retail,2012,600.0
0.1039,11.0,NY,Construction,2014,660.0
0.2825,2.0,MD,Sales - Commission,2013,640.0
0.1774,3.0,CO,Military Enlisted,2012,680.0
0.1259,7.0,DE,Computer Programmer,2013,660.0
0.0874,8.0,CA,Other,2012,780.0
0.2059,3.0,FL,Realtor,2013,680.0
0.2599,3.0,IL,Teacher,2013,640.0
0.1435,6.0,NY,Executive,2014,720.0
0.3049,5.0,NY,Laborer,2011,680.0
0.2055,6.0,NY,Professional,2013,680.0
0.083,8.0,GA,Professional,2010,800.0
0.1365,7.0,MI,Nurse (RN),2013,720.0
0.1103,7.0,NM,Other,2013,800.0
0.3077,3.0,TX,Sales - Retail,2012,600.0
0.0989,11.0,NC,Other,2014,720.0
0.1595,9.0,CO,Accountant/CPA,2013,660.0
0.1409,4.0,GA,Truck Driver,2013,720.0
0.2099,2.0,NC,Flight Attendant,2012,700.0
0.1089,7.0,CA,Nurse (RN),2013,700.0
0.1174,7.0,NY,Clerical,2014,660.0
0.095,9.0,FL,Teacher,2009,800.0
0.1315,3.0,MN,Other,2014,700.0
0.17,6.0,MI,Administrative Assistant,2013,680.0
0.2387,6.0,MO,Accountant/CPA,2011,620.0
0.2024,8.0,IL,Tradesman - Electrician,2012,700.0
0.2592,3.0,IN,Professional,2012,640.0
0.2599,5.0,UT,Skilled Labor,2011,720.0
0.1419,6.0,NJ,Executive,2013,720.0
0.1668,8.0,FL,Professional,2012,760.0
0.0949,8.0,MN,Other,2013,740.0
0.1485,8.0,CA,Executive,2014,660.0
0.1039,6.0,GA,Other,2013,760.0
0.2352,6.0,MN,Postal Service,2012,700.0
0.33,4.0,CA,Sales - Retail,2010,660.0
0.2226,6.0,IL,Teacher,2012,740.0
0.1849,8.0,CO,Sales - Retail,2011,720.0
0.0669,9.0,MN,Executive,2014,780.0
0.1839,5.0,NY,Professional,2013,720.0
0.1059,11.0,NJ,Computer Programmer,2013,720.0
0.142,8.0,OH,Other,2013,700.0
0.0599,9.0,CA,Computer Programmer,2013,800.0
0.2474,6.0,VA,Teacher,2011,620.0
0.0649,10.0,FL,Analyst,2012,780.0
0.2599,4.0,CA,Construction,2013,640.0
0.1814,7.0,GA,Truck Driver,2013,660.0
0.1526,8.0,CA,Teacher,2012,660.0
0.34,4.0,NE,Other,2010,600.0
0.0999,9.0,CA,Attorney,2013,780.0
0.1214,5.0,NY,Other,2013,680.0
0.3049,4.0,CA,Medical Technician,2011,660.0
0.1669,6.0,OR,Retail Management,2013,720.0
0.1815,7.0,CA,Engineer - Mechanical,2013,640.0
0.3077,4.0,IL,Executive,2012,720.0
0.3077,2.0,IL,Sales - Commission,2012,760.0
0.0717,9.0,CA,Military Enlisted,2012,820.0
0.2332,3.0,NY,Other,2013,680.0
0.14,4.0,FL,Food Service Management,2014,720.0
0.3398,2.0,VA,Military Enlisted,2010,640.0
0.1752,6.0,NY,Clerical,2012,680.0
0.1985,4.0,MD,Professional,2013,720.0
0.3099,5.0,NY,Administrative Assistant,2011,660.0
0.3077,5.0,TX,Civil Service,2012,680.0
0.1296,8.0,GA,Analyst,2012,780.0
0.34,5.0,CT,Sales - Retail,2010,620.0
0.145,6.0,IL,Executive,2013,700.0
0.0849,10.0,WI,Other,2013,740.0
0.1799,8.0,NY,Sales - Retail,2011,700.0
0.2392,7.0,LA,Executive,2013,620.0
0.1374,8.0,TX,Civil Service,2013,700.0
0.0838,10.0,PA,Other,2012,820.0
0.3034,2.0,AZ,Military Enlisted,2013,680.0
0.2399,6.0,OH,Professional,2011,660.0
0.2389,6.0,FL,Nurse (LPN),2012,720.0
0.177,6.0,FL,Other,2013,700.0
0.0549,10.0,GA,Scientist,2012,820.0
0.082,9.0,MO,Other,2010,700.0
0.1585,4.0,OR,Food Service Management,2013,680.0
0.1409,7.0,TX,Other,2012,740.0
0.2259,3.0,MA,Skilled Labor,2013,700.0
0.2479,6.0,CA,Other,2013,640.0
0.1039,11.0,NY,Administrative Assistant,2014,660.0
0.1799,3.0,TN,Other,2013,680.0
0.3034,3.0,PA,Realtor,2013,640.0
0.221,4.0,MN,Nurse (RN),2013,660.0
0.1915,4.0,VA,Attorney,2013,680.0
0.2392,2.0,NV,Professional,2013,700.0
0.187,4.0,WV,Administrative Assistant,2013,660.0
0.1419,7.0,NY,Accountant/CPA,2013,660.0
0.3027,2.0,GA,Professional,2012,700.0
0.3077,4.0,CA,Car Dealer,2012,660.0
0.3204,3.0,SC,Administrative Assistant,2012,640.0
0.187,4.0,NY,Professional,2014,660.0
0.188,4.0,IL,Truck Driver,2013,660.0
0.275,4.0,IL,Other,2010,660.0
0.2999,2.0,NY,Teacher,2011,640.0
0.1254,9.0,IL,Other,2011,760.0
0.0899,9.0,CA,Nurse (RN),2013,780.0
0.1149,10.0,CA,Social Worker,2013,700.0
0.14,4.0,CO,Professional,2014,700.0
0.2079,6.0,CA,Tradesman - Mechanic,2013,660.0
0.088,6.0,NE,Clerical,2014,700.0
0.1374,5.0,IN,Nurse (RN),2013,720.0
0.3158,6.0,SC,Sales - Commission,2012,660.0
0.2599,6.0,MI,Other,2011,740.0
0.3099,1.0,CA,Civil Service,2011,740.0
0.1695,4.0,WV,Military Enlisted,2014,660.0
0.2299,4.0,TX,Truck Driver,2011,720.0
0.2135,3.0,MI,Food Service,2013,680.0
0.1214,6.0,KS,Military Enlisted,2013,720.0
0.275,3.0,CA,Police Officer/Correction Officer,2013,640.0
0.1169,7.0,FL,Professional,2013,700.0
0.0559,10.0,MN,Attorney,2013,760.0
0.082,9.0,CA,Computer Programmer,2010,740.0
0.3099,2.0,WI,Food Service,2011,720.0
0.1214,4.0,NY,Construction,2014,720.0
0.2949,6.0,IN,Truck Driver,2011,660.0
0.2461,7.0,OK,Tradesman - Mechanic,2011,740.0
0.3025,3.0,CT,Sales - Retail,2011,620.0
0.142,11.0,LA,Professional,2013,700.0
0.135,4.0,MO,Police Officer/Correction Officer,2014,680.0
0.1108,8.0,PA,Professional,2012,780.0
0.2452,5.0,IL,Medical Technician,2012,740.0
0.117,8.0,TX,Other,2012,780.0
0.2398,7.0,MD,Other,2012,720.0
0.3034,2.0,WA,Psychologist,2013,660.0
0.0874,7.0,VA,Other,2013,720.0
0.1719,7.0,MI,Professional,2013,720.0
0.2539,2.0,MO,Skilled Labor,2013,700.0
0.3077,5.0,NY,Other,2012,680.0
0.2474,5.0,NY,Food Service,2011,620.0
0.1724,4.0,MI,Executive,2013,720.0
0.142,4.0,TX,Military Enlisted,2013,680.0
0.2187,5.0,IL,Professional,2012,600.0
0.1214,7.0,OH,Professional,2014,700.0
0.1099,6.0,FL,Other,2013,700.0
0.1335,11.0,FL,Professional,2014,720.0
0.1054,10.0,TX,Executive,2011,760.0
0.2319,5.0,CA,Professional,2013,640.0
0.2298,7.0,CA,Professional,2012,780.0
0.1123,8.0,TN,Nurse (RN),2012,800.0
0.1149,7.0,FL,Professional,2013,700.0
0.3077,4.0,NJ,Sales - Commission,2012,680.0
0.1884,5.0,MA,Professional,2013,780.0
0.1451,8.0,IN,Analyst,2012,820.0
0.3077,5.0,NY,Other,2012,700.0
0.1123,7.0,PA,Clergy,2009,700.0
0.2669,4.0,MA,Other,2013,640.0
0.205,3.0,OH,Sales - Commission,2014,680.0
0.1485,6.0,MI,Nurse (LPN),2014,660.0
0.0934,7.0,GA,Professional,2013,780.0
0.1365,6.0,FL,Computer Programmer,2014,760.0
0.1695,4.0,KS,Pharmacist,2013,700.0
0.0669,10.0,CA,Accountant/CPA,2014,700.0
0.2099,3.0,IL,Professional,2013,640.0
0.3077,5.0,LA,Clerical,2012,700.0
0.2704,7.0,MD,Other,2012,660.0
0.277,6.0,OH,Police Officer/Correction Officer,2012,680.0
0.2125,4.0,NE,Administrative Assistant,2013,660.0
0.21,6.0,FL,Analyst,2009,720.0
0.2224,6.0,CT,Clergy,2012,620.0
0.094,9.0,NC,Clerical,2009,760.0
0.0899,10.0,NJ,Accountant/CPA,2012,760.0
0.1335,6.0,MS,Other,2013,740.0
0.1174,10.0,OH,Professional,2014,760.0
0.088,10.0,CA,Construction,2014,760.0
0.2932,2.0,NY,Other,2013,720.0
0.275,2.0,TX,Retail Management,2014,700.0
0.2599,7.0,CA,Computer Programmer,2011,740.0
0.2265,7.0,MI,Engineer - Mechanical,2010,800.0
0.101,10.0,MD,Analyst,2011,780.0
0.1419,7.0,FL,Tradesman - Mechanic,2013,700.0
0.1884,4.0,OH,Other,2013,680.0
0.1069,9.0,CA,Engineer - Mechanical,2013,720.0
0.1089,10.0,MA,Other,2013,720.0
0.1505,9.0,RI,Other,2014,640.0
0.082,9.0,CA,Computer Programmer,2010,700.0
